# beta	delta
nan -8.147667571025435373e-01
nan -8.146037495157276709e-01
nan -8.144407712099053231e-01
nan -8.142778221771878044e-01
nan -8.141149024096888676e-01
nan -8.139520118995251519e-01
nan -8.137891506388165164e-01
nan -8.136263186196853736e-01
nan -8.134635158342566896e-01
nan -8.133007422746588722e-01
nan -8.131379979330227714e-01
nan -8.129752828014819022e-01
nan -8.128125968721731098e-01
nan -8.126499401372357934e-01
nan -8.124873125888119052e-01
nan -8.123247142190466175e-01
nan -8.121621450200878778e-01
nan -8.119996049840861874e-01
nan -8.118370941031950450e-01
nan -8.116746123695708359e-01
nan -8.115121597753724991e-01
nan -8.113497363127620821e-01
nan -8.111873419739045188e-01
nan -8.110249767509669638e-01
nan -8.108626406361197914e-01
nan -8.107003336215365952e-01
nan -8.105380556993928565e-01
nan -8.103758068618673871e-01
nan -8.102135871011419965e-01
nan -8.100513964094011587e-01
nan -8.098892347788314572e-01
nan -8.097271022016235831e-01
nan -8.095649986699697820e-01
nan -8.094029241760657412e-01
nan -8.092408787121099234e-01
nan -8.090788622703036781e-01
nan -8.089168748428503530e-01
nan -8.087549164219571818e-01
nan -8.085929869998336184e-01
nan -8.084310865686918923e-01
nan -8.082692151207471198e-01
nan -8.081073726482174147e-01
nan -8.079455591433231110e-01
nan -8.077837745982878737e-01
nan -8.076220190053379211e-01
nan -8.074602923567023582e-01
nan -8.072985946446128436e-01
nan -8.071369258613041442e-01
nan -8.069752859990134697e-01
nan -8.068136750499809162e-01
nan -8.066520930064497996e-01
nan -8.064905398606654341e-01
nan -8.063290156048763535e-01
nan -8.061675202313338673e-01
nan -8.060060537322921714e-01
nan -8.058446161000076824e-01
nan -8.056832073267402583e-01
nan -8.055218274047520888e-01
nan -8.053604763263080280e-01
nan -8.051991540836763717e-01
nan -8.050378606691276362e-01
nan -8.048765960749348913e-01
nan -8.047153602933745375e-01
nan -8.045541533167255288e-01
nan -8.043929751372691506e-01
nan -8.042318257472902410e-01
nan -8.040707051390758586e-01
nan -8.039096133049157267e-01
nan -8.037485502371027879e-01
nan -8.035875159279323166e-01
nan -8.034265103697024735e-01
nan -8.032655335547141950e-01
nan -8.031045854752714153e-01
nan -8.029436661236801775e-01
nan -8.027827754922497450e-01
nan -8.026219135732923782e-01
nan -8.024610803591224473e-01
nan -8.023002758420570979e-01
nan -8.021395000144172505e-01
nan -8.019787528685249356e-01
nan -8.018180343967061807e-01
nan -8.016573445912895668e-01
nan -8.014966834446058952e-01
nan -8.013360509489888539e-01
nan -8.011754470967753505e-01
nan -8.010148718803046242e-01
nan -8.008543252919184674e-01
nan -8.006938073239618925e-01
nan -8.005333179687824652e-01
nan -8.003728572187299717e-01
nan -8.002124250661577509e-01
nan -8.000520215034215843e-01
nan -7.998916465228793626e-01
nan -7.997313001168925295e-01
nan -7.995709822778249709e-01
nan -7.994106929980431264e-01
nan -7.992504322699163222e-01
nan -7.990902000858166598e-01
nan -7.989299964381186836e-01
nan -7.987698213191998242e-01
nan -7.986096747214403990e-01
nan -7.984495566372230568e-01
nan -7.982894670589334440e-01
nan -7.981294059789602047e-01
nan -7.979693733896937591e-01
nan -7.978093692835279693e-01
nan -7.976493936528595841e-01
nan -7.974894464900873503e-01
nan -7.973295277876131237e-01
nan -7.971696375378416466e-01
nan -7.970097757331801036e-01
nan -7.968499423660380110e-01
nan -7.966901374288285487e-01
nan -7.965303609139670060e-01
nan -7.963706128138707818e-01
nan -7.962108931209612717e-01
nan -7.960512018276617585e-01
nan -7.958915389263980789e-01
nan -7.957319044095992888e-01
nan -7.955722982696967760e-01
nan -7.954127204991247035e-01
nan -7.952531710903201212e-01
nan -7.950936500357224102e-01
nan -7.949341573277738382e-01
nan -7.947746929589194487e-01
nan -7.946152569216067274e-01
nan -7.944558492082861578e-01
nan -7.942964698114104438e-01
nan -7.941371187234356199e-01
nan -7.939777959368197191e-01
nan -7.938185014440237719e-01
nan -7.936592352375119175e-01
nan -7.934999973097500714e-01
nan -7.933407876532072578e-01
nan -7.931816062603556095e-01
nan -7.930224531236693686e-01
nan -7.928633282356252199e-01
nan -7.927042315887035118e-01
nan -7.925451631753862580e-01
nan -7.923861229881585810e-01
nan -7.922271110195083788e-01
nan -7.920681272619261026e-01
nan -7.919091717079044246e-01
nan -7.917502443499395692e-01
nan -7.915913451805298706e-01
nan -7.914324741921758832e-01
nan -7.912736313773819363e-01
nan -7.911148167286542465e-01
nan -7.909560302385015840e-01
nan -7.907972718994359385e-01
nan -7.906385417039716312e-01
nan -7.904798396446255371e-01
nan -7.903211657139174173e-01
nan -7.901625199043695869e-01
nan -7.900039022085068030e-01
nan -7.898453126188568207e-01
nan -7.896867511279501706e-01
nan -7.895282177283192704e-01
nan -7.893697124124997577e-01
nan -7.892112351730302677e-01
nan -7.890527860024511009e-01
nan -7.888943648933057773e-01
nan -7.887359718381409257e-01
nan -7.885776068295048402e-01
nan -7.884192698599488125e-01
nan -7.882609609220273539e-01
nan -7.881026800082968631e-01
nan -7.879444271113165144e-01
nan -7.877862022236484796e-01
nan -7.876280053378573731e-01
nan -7.874698364465099187e-01
nan -7.873116955421765040e-01
nan -7.871535826174295147e-01
nan -7.869954976648436684e-01
nan -7.868374406769970131e-01
nan -7.866794116464698172e-01
nan -7.865214105658449029e-01
nan -7.863634374277080896e-01
nan -7.862054922246475286e-01
nan -7.860475749492539244e-01
nan -7.858896855941208681e-01
nan -7.857318241518443935e-01
nan -7.855739906150231988e-01
nan -7.854161849762583136e-01
nan -7.852584072281543204e-01
nan -7.851006573633171337e-01
nan -7.849429353743559989e-01
nan -7.847852412538831590e-01
nan -7.846275749945123001e-01
nan -7.844699365888607723e-01
nan -7.843123260295481458e-01
nan -7.841547433091967667e-01
nan -7.839971884204309793e-01
nan -7.838396613558786807e-01
nan -7.836821621081697664e-01
nan -7.835246906699364633e-01
nan -7.833672470338144400e-01
nan -7.832098311924414746e-01
nan -7.830524431384575657e-01
nan -7.828950828645061533e-01
nan -7.827377503632327871e-01
nan -7.825804456272855703e-01
nan -7.824231686493153815e-01
nan -7.822659194219755419e-01
nan -7.821086979379220372e-01
nan -7.819515041898135177e-01
nan -7.817943381703110761e-01
nan -7.816371998720784697e-01
nan -7.814800892877820093e-01
nan -7.813230064100908923e-01
nan -7.811659512316763143e-01
nan -7.810089237452123578e-01
nan -7.808519239433761028e-01
nan -7.806949518188464054e-01
nan -7.805380073643051198e-01
nan -7.803810905724369862e-01
nan -7.802242014359289657e-01
nan -7.800673399474701286e-01
nan -7.799105060997534311e-01
nan -7.797536998854729395e-01
nan -7.795969212973261619e-01
nan -7.794401703280130489e-01
nan -7.792834469702362155e-01
nan -7.791267512167002751e-01
nan -7.789700830601131720e-01
nan -7.788134424931850708e-01
nan -7.786568295086282454e-01
nan -7.785002440991585226e-01
nan -7.783436862574935056e-01
nan -7.781871559763536839e-01
nan -7.780306532484619897e-01
nan -7.778741780665441308e-01
nan -7.777177304233279242e-01
nan -7.775613103115441849e-01
nan -7.774049177239263919e-01
nan -7.772485526532100231e-01
nan -7.770922150921332205e-01
nan -7.769359050334375683e-01
nan -7.767796224698658714e-01
nan -7.766233673941642657e-01
nan -7.764671397990814405e-01
nan -7.763109396773687498e-01
nan -7.761547670217792128e-01
nan -7.759986218250695122e-01
nan -7.758425040799982186e-01
nan -7.756864137793265668e-01
nan -7.755303509158184561e-01
nan -7.753743154822405614e-01
nan -7.752183074713612232e-01
nan -7.750623268759524453e-01
nan -7.749063736887880083e-01
nan -7.747504479026442459e-01
nan -7.745945495103006007e-01
nan -7.744386785045386246e-01
nan -7.742828348781423120e-01
nan -7.741270186238983220e-01
nan -7.739712297345962000e-01
nan -7.738154682030273790e-01
nan -7.736597340219861785e-01
nan -7.735040271842698045e-01
nan -7.733483476826771286e-01
nan -7.731926955100100196e-01
nan -7.730370706590733443e-01
nan -7.728814731226737456e-01
nan -7.727259028936204199e-01
nan -7.725703599647257835e-01
nan -7.724148443288042509e-01
nan -7.722593559786725681e-01
nan -7.721038949071507007e-01
nan -7.719484611070602798e-01
nan -7.717930545712260448e-01
nan -7.716376752924751781e-01
nan -7.714823232636374151e-01
nan -7.713269984775443788e-01
nan -7.711717009270312451e-01
nan -7.710164306049350769e-01
nan -7.708611875040951578e-01
nan -7.707059716173539909e-01
nan -7.705507829375563000e-01
nan -7.703956214575490291e-01
nan -7.702404871701820088e-01
nan -7.700853800683076233e-01
nan -7.699303001447802552e-01
nan -7.697752473924572847e-01
nan -7.696202218041986454e-01
nan -7.694652233728661583e-01
nan -7.693102520913246423e-01
nan -7.691553079524415804e-01
nan -7.690003909490864542e-01
nan -7.688455010741314100e-01
nan -7.686906383204512583e-01
nan -7.685358026809234744e-01
nan -7.683809941484271988e-01
nan -7.682262127158452358e-01
nan -7.680714583760618330e-01
nan -7.679167311219641245e-01
nan -7.677620309464420201e-01
nan -7.676073578423878718e-01
nan -7.674527118026956973e-01
nan -7.672980928202632889e-01
nan -7.671435008879896600e-01
nan -7.669889359987772659e-01
nan -7.668343981455305602e-01
nan -7.666798873211568832e-01
nan -7.665254035185652404e-01
nan -7.663709467306681900e-01
nan -7.662165169503800666e-01
nan -7.660621141706175363e-01
nan -7.659077383843003739e-01
nan -7.657533895843504634e-01
nan -7.655990677636922426e-01
nan -7.654447729152523694e-01
nan -7.652905050319606106e-01
nan -7.651362641067483983e-01
nan -7.649820501325500510e-01
nan -7.648278631023026630e-01
nan -7.646737030089452158e-01
nan -7.645195698454192446e-01
nan -7.643654636046692818e-01
nan -7.642113842796416368e-01
nan -7.640573318632855049e-01
nan -7.639033063485525243e-01
nan -7.637493077283967757e-01
nan -7.635953359957743380e-01
nan -7.634413911436447320e-01
nan -7.632874731649688105e-01
nan -7.631335820527106462e-01
nan -7.629797177998365321e-01
nan -7.628258803993154258e-01
nan -7.626720698441180613e-01
nan -7.625182861272185031e-01
nan -7.623645292415929253e-01
nan -7.622107991802195004e-01
nan -7.620570959360796204e-01
nan -7.619034195021565647e-01
nan -7.617497698714362775e-01
nan -7.615961470369071451e-01
nan -7.614425509915601076e-01
nan -7.612889817283881033e-01
nan -7.611354392403869573e-01
nan -7.609819235205551591e-01
nan -7.608284345618927524e-01
nan -7.606749723574028899e-01
nan -7.605215369000913883e-01
nan -7.603681281829656191e-01
nan -7.602147461990361732e-01
nan -7.600613909413159730e-01
nan -7.599080624028201614e-01
nan -7.597547605765659906e-01
nan -7.596014854555741547e-01
nan -7.594482370328665688e-01
nan -7.592950153014683679e-01
nan -7.591418202544070182e-01
nan -7.589886518847124286e-01
nan -7.588355101854163953e-01
nan -7.586823951495539342e-01
nan -7.585293067701620595e-01
nan -7.583762450402800059e-01
nan -7.582232099529498948e-01
nan -7.580702015012161787e-01
nan -7.579172196781253090e-01
nan -7.577642644767266233e-01
nan -7.576113358900720129e-01
nan -7.574584339112149234e-01
nan -7.573055585332121309e-01
nan -7.571527097491225211e-01
nan -7.569998875520072001e-01
nan -7.568470919349298276e-01
nan -7.566943228909567276e-01
nan -7.565415804131562227e-01
nan -7.563888644945990780e-01
nan -7.562361751283588340e-01
nan -7.560835123075113628e-01
nan -7.559308760251343129e-01
nan -7.557782662743087743e-01
nan -7.556256830481173914e-01
nan -7.554731263396453622e-01
nan -7.553205961419807712e-01
nan -7.551680924482138124e-01
nan -7.550156152514366781e-01
nan -7.548631645447445582e-01
nan -7.547107403212349741e-01
nan -7.545583425740072236e-01
nan -7.544059712961638242e-01
nan -7.542536264808094026e-01
nan -7.541013081210504732e-01
nan -7.539490162099967696e-01
nan -7.537967507407599133e-01
nan -7.536445117064539678e-01
nan -7.534922991001953285e-01
nan -7.533401129151032771e-01
nan -7.531879531442987608e-01
nan -7.530358197809055021e-01
nan -7.528837128180498883e-01
nan -7.527316322488598610e-01
nan -7.525795780664664703e-01
nan -7.524275502640030977e-01
nan -7.522755488346053454e-01
nan -7.521235737714109248e-01
nan -7.519716250675604341e-01
nan -7.518197027161964696e-01
nan -7.516678067104641814e-01
nan -7.515159370435110509e-01
nan -7.513640937084872240e-01
nan -7.512122766985445121e-01
nan -7.510604860068378352e-01
nan -7.509087216265242226e-01
nan -7.507569835507627021e-01
nan -7.506052717727154100e-01
nan -7.504535862855463701e-01
nan -7.503019270824217157e-01
nan -7.501502941565106886e-01
nan -7.499986875009844178e-01
nan -7.498471071090163642e-01
nan -7.496955529737825419e-01
nan -7.495440250884612965e-01
nan -7.493925234462333052e-01
nan -7.492410480402814654e-01
nan -7.490895988637914504e-01
nan -7.489381759099507097e-01
nan -7.487867791719493571e-01
nan -7.486354086429802823e-01
nan -7.484840643162378182e-01
nan -7.483327461849192952e-01
nan -7.481814542422245973e-01
nan -7.480301884813551627e-01
nan -7.478789488955152054e-01
nan -7.477277354779117147e-01
nan -7.475765482217535673e-01
nan -7.474253871202516386e-01
nan -7.472742521666201343e-01
nan -7.471231433540747036e-01
nan -7.469720606758335490e-01
nan -7.468210041251177600e-01
nan -7.466699736951503130e-01
nan -7.465189693791561831e-01
nan -7.463679911703634540e-01
nan -7.462170390620022076e-01
nan -7.460661130473044134e-01
nan -7.459152131195052604e-01
nan -7.457643392718417141e-01
nan -7.456134914975530714e-01
nan -7.454626697898810717e-01
nan -7.453118741420701188e-01
nan -7.451611045473662820e-01
nan -7.450103609990182951e-01
nan -7.448596434902776675e-01
nan -7.447089520143973518e-01
nan -7.445582865646331872e-01
nan -7.444076471342435664e-01
nan -7.442570337164885474e-01
nan -7.441064463046308530e-01
nan -7.439558848919356482e-01
nan -7.438053494716706515e-01
nan -7.436548400371049139e-01
nan -7.435043565815110389e-01
nan -7.433538990981630734e-01
nan -7.432034675803376178e-01
nan -7.430530620213140480e-01
nan -7.429026824143734054e-01
nan -7.427523287527992846e-01
nan -7.426020010298777230e-01
nan -7.424516992388972003e-01
nan -7.423014233731478617e-01
nan -7.421511734259228499e-01
nan -7.420009493905174169e-01
nan -7.418507512602290355e-01
nan -7.417005790283575095e-01
nan -7.415504326882049746e-01
nan -7.414003122330760087e-01
nan -7.412502176562770773e-01
nan -7.411001489511177542e-01
nan -7.409501061109089459e-01
nan -7.408000891289644452e-01
nan -7.406500979986005984e-01
nan -7.405001327131351951e-01
nan -7.403501932658889118e-01
nan -7.402002796501848669e-01
nan -7.400503918593482888e-01
nan -7.399005298867062930e-01
nan -7.397506937255892145e-01
nan -7.396008833693286100e-01
nan -7.394510988112590333e-01
nan -7.393013400447173700e-01
nan -7.391516070630426150e-01
nan -7.390018998595755395e-01
nan -7.388522184276602456e-01
nan -7.387025627606425005e-01
nan -7.385529328518700698e-01
nan -7.384033286946937169e-01
nan -7.382537502824663145e-01
nan -7.381041976085424006e-01
nan -7.379546706662796218e-01
nan -7.378051694490376233e-01
nan -7.376556939501779375e-01
nan -7.375062441630649834e-01
nan -7.373568200810650675e-01
nan -7.372074216975469385e-01
nan -7.370580490058815659e-01
nan -7.369087019994424725e-01
nan -7.367593806716048466e-01
nan -7.366100850157466517e-01
nan -7.364608150252480723e-01
nan -7.363115706934915128e-01
nan -7.361623520138614873e-01
nan -7.360131589797451745e-01
nan -7.358639915845314183e-01
nan -7.357148498216118382e-01
nan -7.355657336843803851e-01
nan -7.354166431662330083e-01
nan -7.352675782605677668e-01
nan -7.351185389607854948e-01
nan -7.349695252602889139e-01
nan -7.348205371524828555e-01
nan -7.346715746307751482e-01
nan -7.345226376885751751e-01
nan -7.343737263192947617e-01
nan -7.342248405163480651e-01
nan -7.340759802731517958e-01
nan -7.339271455831239965e-01
nan -7.337783364396861518e-01
nan -7.336295528362613005e-01
nan -7.334807947662748129e-01
nan -7.333320622231542796e-01
nan -7.331833552003300669e-01
nan -7.330346736912338734e-01
nan -7.328860176893003953e-01
nan -7.327373871879665490e-01
nan -7.325887821806709166e-01
nan -7.324402026608548555e-01
nan -7.322916486219620547e-01
nan -7.321431200574378684e-01
nan -7.319946169607304265e-01
nan -7.318461393252899683e-01
nan -7.316976871445690644e-01
nan -7.315492604120220621e-01
nan -7.314008591211064170e-01
nan -7.312524832652808060e-01
nan -7.311041328380066817e-01
nan -7.309558078327480501e-01
nan -7.308075082429708047e-01
nan -7.306592340621427262e-01
nan -7.305109852837345930e-01
nan -7.303627619012188488e-01
nan -7.302145639080702688e-01
nan -7.300663912977660708e-01
nan -7.299182440637855818e-01
nan -7.297701221996102383e-01
nan -7.296220256987240305e-01
nan -7.294739545546129467e-01
nan -7.293259087607650848e-01
nan -7.291778883106708742e-01
nan -7.290298931978235197e-01
nan -7.288819234157174476e-01
nan -7.287339789578499705e-01
nan -7.285860598177206215e-01
nan -7.284381659888308214e-01
nan -7.282902974646844330e-01
nan -7.281424542387877619e-01
nan -7.279946363046490010e-01
nan -7.278468436557783416e-01
nan -7.276990762856889727e-01
nan -7.275513341878954154e-01
nan -7.274036173559150775e-01
nan -7.272559257832673651e-01
nan -7.271082594634739049e-01
nan -7.269606183900582108e-01
nan -7.268130025565465724e-01
nan -7.266654119564673886e-01
nan -7.265178465833506127e-01
